file_key,emotion,source,full_path
Q1_s6-SbDSZzEU_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_s6-SbDSZzEU_0.mid
Q1_s6-SbDSZzEU_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_s6-SbDSZzEU_1.mid
Q1_sUJ4a74Skk8_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_sUJ4a74Skk8_0.mid
Q1_sZe3IB1OVfw_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_sZe3IB1OVfw_0.mid
Q1_sZe3IB1OVfw_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_sZe3IB1OVfw_1.mid
Q1_uqRLEByE6pU_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_uqRLEByE6pU_0.mid
Q1_uqRLEByE6pU_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_uqRLEByE6pU_1.mid
Q1_uqRLEByE6pU_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_uqRLEByE6pU_2.mid
Q1_vv6nrZ2myXw_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_vv6nrZ2myXw_0.mid
Q1_vv6nrZ2myXw_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_vv6nrZ2myXw_1.mid
Q1_vv6nrZ2myXw_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_vv6nrZ2myXw_2.mid
Q1_vv6nrZ2myXw_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_vv6nrZ2myXw_3.mid
Q1_vv6nrZ2myXw_4,happy,emopia,dataset_root/raw/labelled/emopia/Q1_vv6nrZ2myXw_4.mid
Q1_wnB2cjd6zbE_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_wnB2cjd6zbE_0.mid
Q1_xrhWli_R98g_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_xrhWli_R98g_1.mid
Q1_xrhWli_R98g_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_xrhWli_R98g_3.mid
Q1_yFw_kO7DF-Y_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_yFw_kO7DF-Y_0.mid
Q1_yFw_kO7DF-Y_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_yFw_kO7DF-Y_1.mid
Q1_yFw_kO7DF-Y_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_yFw_kO7DF-Y_2.mid
Q1_zHwJG8Rrx6c_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zHwJG8Rrx6c_0.mid
Q1_zHwJG8Rrx6c_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zHwJG8Rrx6c_1.mid
Q1_zHwJG8Rrx6c_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zHwJG8Rrx6c_2.mid
Q1_zHwJG8Rrx6c_3,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zHwJG8Rrx6c_3.mid
Q1_zmZHNy9T8Pg_0,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zmZHNy9T8Pg_0.mid
Q1_zmZHNy9T8Pg_1,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zmZHNy9T8Pg_1.mid
Q1_zmZHNy9T8Pg_2,happy,emopia,dataset_root/raw/labelled/emopia/Q1_zmZHNy9T8Pg_2.mid
Q2_--2B4d4lQhs_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_--2B4d4lQhs_0.mid
Q2_--2B4d4lQhs_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_--2B4d4lQhs_1.mid
Q2_--2B4d4lQhs_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_--2B4d4lQhs_2.mid
Q2_-jJVb0xvbdg_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_-jJVb0xvbdg_0.mid
Q2_-jJVb0xvbdg_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_-jJVb0xvbdg_1.mid
Q2_08t73Qgjkt4_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_08t73Qgjkt4_0.mid
Q2_08t73Qgjkt4_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_08t73Qgjkt4_1.mid
Q2_08t73Qgjkt4_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_08t73Qgjkt4_2.mid
Q2_0H4rq0L9OSw_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0H4rq0L9OSw_0.mid
Q2_0H4rq0L9OSw_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0H4rq0L9OSw_1.mid
Q2_0J7lX-Tcx-w_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0J7lX-Tcx-w_0.mid
Q2_0J7lX-Tcx-w_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0J7lX-Tcx-w_1.mid
Q2_0J7lX-Tcx-w_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0J7lX-Tcx-w_2.mid
Q2_0qYNvMCEwaw_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0qYNvMCEwaw_0.mid
Q2_0v2N1ROvEI0_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0v2N1ROvEI0_0.mid
Q2_0v2N1ROvEI0_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_0v2N1ROvEI0_1.mid
Q2_16OaOpfOPZ0_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_16OaOpfOPZ0_2.mid
Q2_16OaOpfOPZ0_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_16OaOpfOPZ0_3.mid
Q2_1EDThWjNxOI_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1EDThWjNxOI_0.mid
Q2_1EDThWjNxOI_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1EDThWjNxOI_1.mid
Q2_1Q3MoBFh6eU_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1Q3MoBFh6eU_1.mid
Q2_1TAKQK3s6qQ_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1TAKQK3s6qQ_0.mid
Q2_1kny88W533Q_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1kny88W533Q_0.mid
Q2_1kny88W533Q_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1kny88W533Q_2.mid
Q2_1kny88W533Q_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1kny88W533Q_3.mid
Q2_1kny88W533Q_4,angry,emopia,dataset_root/raw/labelled/emopia/Q2_1kny88W533Q_4.mid
Q2_2uLw9Zs60A4_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_2uLw9Zs60A4_0.mid
Q2_38i12IPkL5c_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_38i12IPkL5c_0.mid
Q2_38i12IPkL5c_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_38i12IPkL5c_1.mid
Q2_38i12IPkL5c_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_38i12IPkL5c_2.mid
Q2_3ZnxqCZ7qGg_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_3ZnxqCZ7qGg_1.mid
Q2_3ZnxqCZ7qGg_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_3ZnxqCZ7qGg_2.mid
Q2_3_MxhSS86oU_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_3_MxhSS86oU_0.mid
Q2_3_MxhSS86oU_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_3_MxhSS86oU_1.mid
Q2_48EYLEAgaBc_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_48EYLEAgaBc_0.mid
Q2_48EYLEAgaBc_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_48EYLEAgaBc_1.mid
Q2_5CEAeMiXKaA_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_5CEAeMiXKaA_0.mid
Q2_5NW0zDu6IYM_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_5NW0zDu6IYM_0.mid
Q2_5NW0zDu6IYM_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_5NW0zDu6IYM_1.mid
Q2_61EA0xRX8gE_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_61EA0xRX8gE_0.mid
Q2_61EA0xRX8gE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_61EA0xRX8gE_1.mid
Q2_61EA0xRX8gE_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_61EA0xRX8gE_3.mid
Q2_61EA0xRX8gE_4,angry,emopia,dataset_root/raw/labelled/emopia/Q2_61EA0xRX8gE_4.mid
Q2_61EA0xRX8gE_5,angry,emopia,dataset_root/raw/labelled/emopia/Q2_61EA0xRX8gE_5.mid
Q2_6n8HgIcJ6vo_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_6n8HgIcJ6vo_0.mid
Q2_78C_TpQDvVE_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_78C_TpQDvVE_0.mid
Q2_78C_TpQDvVE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_78C_TpQDvVE_1.mid
Q2_7n32BtYb4d4_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_7n32BtYb4d4_0.mid
Q2_7n32BtYb4d4_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_7n32BtYb4d4_1.mid
Q2_7n32BtYb4d4_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_7n32BtYb4d4_2.mid
Q2_7n32BtYb4d4_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_7n32BtYb4d4_3.mid
Q2_8TYY0qG-KOw_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_8TYY0qG-KOw_1.mid
Q2_8c7kcmsnf-s_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_8c7kcmsnf-s_0.mid
Q2_8c7kcmsnf-s_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_8c7kcmsnf-s_1.mid
Q2_8c7kcmsnf-s_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_8c7kcmsnf-s_2.mid
Q2_9v2WSpn4FCw_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_1.mid
Q2_9v2WSpn4FCw_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_2.mid
Q2_9v2WSpn4FCw_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_3.mid
Q2_9v2WSpn4FCw_4,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_4.mid
Q2_9v2WSpn4FCw_5,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_5.mid
Q2_9v2WSpn4FCw_6,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_6.mid
Q2_9v2WSpn4FCw_7,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_7.mid
Q2_9v2WSpn4FCw_8,angry,emopia,dataset_root/raw/labelled/emopia/Q2_9v2WSpn4FCw_8.mid
Q2_ANZf1QXsNrY_6,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ANZf1QXsNrY_6.mid
Q2_ANZf1QXsNrY_7,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ANZf1QXsNrY_7.mid
Q2_AWNbcxXDmt0_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_AWNbcxXDmt0_0.mid
Q2_AacIP9mDLw8_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_AacIP9mDLw8_0.mid
Q2_AacIP9mDLw8_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_AacIP9mDLw8_2.mid
Q2_BzqX-9TA-GY_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_BzqX-9TA-GY_1.mid
Q2_BzqX-9TA-GY_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_BzqX-9TA-GY_2.mid
Q2_CxFXrYgdSSI_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_CxFXrYgdSSI_0.mid
Q2_CxFXrYgdSSI_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_CxFXrYgdSSI_1.mid
Q2_CxFXrYgdSSI_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_CxFXrYgdSSI_2.mid
Q2_D-gDPh9ZpFk_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_D-gDPh9ZpFk_0.mid
Q2_D-gDPh9ZpFk_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_D-gDPh9ZpFk_1.mid
Q2_D-gDPh9ZpFk_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_D-gDPh9ZpFk_2.mid
Q2_D5kyjnlDNZs_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_D5kyjnlDNZs_0.mid
Q2_D5kyjnlDNZs_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_D5kyjnlDNZs_1.mid
Q2_D5kyjnlDNZs_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_D5kyjnlDNZs_2.mid
Q2_DYBBfpEx-JI_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_DYBBfpEx-JI_0.mid
Q2_DYBBfpEx-JI_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_DYBBfpEx-JI_1.mid
Q2_DYBBfpEx-JI_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_DYBBfpEx-JI_2.mid
Q2_DYBBfpEx-JI_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_DYBBfpEx-JI_3.mid
Q2_Dg935IbDggo_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Dg935IbDggo_0.mid
Q2_Dg935IbDggo_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Dg935IbDggo_1.mid
Q2_Dg935IbDggo_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Dg935IbDggo_2.mid
Q2_Dg935IbDggo_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Dg935IbDggo_3.mid
Q2_DhnX54kOW8U_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_DhnX54kOW8U_0.mid
Q2_EtAbPc20mn8_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_EtAbPc20mn8_0.mid
Q2_FUAK5TBaNY8_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_FUAK5TBaNY8_1.mid
Q2_GwdQliEv6Z0_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_GwdQliEv6Z0_0.mid
Q2_GwdQliEv6Z0_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_GwdQliEv6Z0_1.mid
Q2_Ie5koh4qvJc_10,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_10.mid
Q2_Ie5koh4qvJc_11,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_11.mid
Q2_Ie5koh4qvJc_13,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_13.mid
Q2_Ie5koh4qvJc_26,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_26.mid
Q2_Ie5koh4qvJc_30,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_30.mid
Q2_Ie5koh4qvJc_7,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_7.mid
Q2_Ie5koh4qvJc_9,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Ie5koh4qvJc_9.mid
Q2_Iq6g_4AwUWs_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Iq6g_4AwUWs_0.mid
Q2_Iq6g_4AwUWs_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Iq6g_4AwUWs_1.mid
Q2_ItGNJM6skM4_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ItGNJM6skM4_1.mid
Q2_ItGNJM6skM4_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ItGNJM6skM4_2.mid
Q2_JMt4m608s3k_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_JMt4m608s3k_0.mid
Q2_JMt4m608s3k_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_JMt4m608s3k_1.mid
Q2_JMt4m608s3k_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_JMt4m608s3k_2.mid
Q2_JT1XJnVmABo_6,angry,emopia,dataset_root/raw/labelled/emopia/Q2_JT1XJnVmABo_6.mid
Q2_JYVXM0qNQAg_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_JYVXM0qNQAg_1.mid
Q2_Kk60F8a7-Jw_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Kk60F8a7-Jw_0.mid
Q2_L3_TadjSQQ0_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_L3_TadjSQQ0_0.mid
Q2_L3_TadjSQQ0_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_L3_TadjSQQ0_1.mid
Q2_OCqMDeD6Fmc_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_OCqMDeD6Fmc_0.mid
Q2_OCqMDeD6Fmc_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_OCqMDeD6Fmc_1.mid
Q2_OCqMDeD6Fmc_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_OCqMDeD6Fmc_2.mid
Q2_OCqMDeD6Fmc_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_OCqMDeD6Fmc_3.mid
Q2_P-We4q3goKU_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_P-We4q3goKU_1.mid
Q2_P-We4q3goKU_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_P-We4q3goKU_2.mid
Q2_P-We4q3goKU_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_P-We4q3goKU_3.mid
Q2_P-We4q3goKU_4,angry,emopia,dataset_root/raw/labelled/emopia/Q2_P-We4q3goKU_4.mid
Q2_P-We4q3goKU_5,angry,emopia,dataset_root/raw/labelled/emopia/Q2_P-We4q3goKU_5.mid
Q2_P-We4q3goKU_6,angry,emopia,dataset_root/raw/labelled/emopia/Q2_P-We4q3goKU_6.mid
Q2_PZN7XLKzLDI_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_PZN7XLKzLDI_0.mid
Q2_Q5b5unyP8BM_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Q5b5unyP8BM_0.mid
Q2_Q5b5unyP8BM_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Q5b5unyP8BM_1.mid
Q2_QmK_SND2jAw_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_QmK_SND2jAw_0.mid
Q2_QmK_SND2jAw_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_QmK_SND2jAw_1.mid
Q2_REq37pDAm3A_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_REq37pDAm3A_2.mid
Q2_RiQMuhk_SuQ_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_RiQMuhk_SuQ_1.mid
Q2_RiQMuhk_SuQ_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_RiQMuhk_SuQ_2.mid
Q2_RiQMuhk_SuQ_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_RiQMuhk_SuQ_3.mid
Q2_S1T3UF1vhSk_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_S1T3UF1vhSk_1.mid
Q2_S1T3UF1vhSk_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_S1T3UF1vhSk_2.mid
Q2_S7Bo4-NCEDk_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_S7Bo4-NCEDk_0.mid
Q2_S7Bo4-NCEDk_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_S7Bo4-NCEDk_1.mid
Q2_S7Bo4-NCEDk_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_S7Bo4-NCEDk_2.mid
Q2_TcFVq0leii4_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_TcFVq0leii4_1.mid
Q2_TcFVq0leii4_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_TcFVq0leii4_2.mid
Q2_UAm0aWvzFI8_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_UAm0aWvzFI8_0.mid
Q2_UAm0aWvzFI8_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_UAm0aWvzFI8_1.mid
Q2_UE0y8MHqT-g_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_UE0y8MHqT-g_1.mid
Q2_UE0y8MHqT-g_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_UE0y8MHqT-g_2.mid
Q2_UJcnNfeCN1c_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_UJcnNfeCN1c_1.mid
Q2_UTo7E0evQWw_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_UTo7E0evQWw_0.mid
Q2_Uu-oRTRT6uQ_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Uu-oRTRT6uQ_0.mid
Q2_Uu-oRTRT6uQ_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Uu-oRTRT6uQ_1.mid
Q2_Uu-oRTRT6uQ_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_Uu-oRTRT6uQ_2.mid
Q2_WBxql6cuU7c_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_WBxql6cuU7c_0.mid
Q2_WQrPcuy50aA_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_WQrPcuy50aA_0.mid
Q2_WQrPcuy50aA_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_WQrPcuy50aA_1.mid
Q2_XC_SiJszQx0_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_XC_SiJszQx0_1.mid
Q2_XfA2KXodrOE_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_XfA2KXodrOE_0.mid
Q2_XfA2KXodrOE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_XfA2KXodrOE_1.mid
Q2_ZTrEoB8T9YA_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ZTrEoB8T9YA_0.mid
Q2_ZTrEoB8T9YA_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ZTrEoB8T9YA_1.mid
Q2_ZTrEoB8T9YA_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ZTrEoB8T9YA_2.mid
Q2_ZdyiXIlKe_Y_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ZdyiXIlKe_Y_0.mid
Q2_ZdyiXIlKe_Y_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ZdyiXIlKe_Y_1.mid
Q2__FVzelKlBFs_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2__FVzelKlBFs_0.mid
Q2__FVzelKlBFs_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2__FVzelKlBFs_1.mid
Q2__FVzelKlBFs_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2__FVzelKlBFs_2.mid
Q2__S991V8N-8s_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2__S991V8N-8s_1.mid
Q2__vZOEQCYSaY_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2__vZOEQCYSaY_1.mid
Q2_aYe-2Glruu4_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_aYe-2Glruu4_2.mid
Q2_b8HVQtIoBYU_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_b8HVQtIoBYU_0.mid
Q2_b8HVQtIoBYU_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_b8HVQtIoBYU_1.mid
Q2_bfopzItCYrE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_bfopzItCYrE_1.mid
Q2_cFWdWpyvwag_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cFWdWpyvwag_0.mid
Q2_cFWdWpyvwag_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cFWdWpyvwag_1.mid
Q2_cQp1BYDGcRo_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cQp1BYDGcRo_0.mid
Q2_cQp1BYDGcRo_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cQp1BYDGcRo_1.mid
Q2_cm6E860vDjY_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cm6E860vDjY_0.mid
Q2_cm6E860vDjY_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cm6E860vDjY_1.mid
Q2_cm6E860vDjY_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_cm6E860vDjY_2.mid
Q2_dtS02mrDMsM_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_dtS02mrDMsM_0.mid
Q2_dtS02mrDMsM_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_dtS02mrDMsM_1.mid
Q2_dtS02mrDMsM_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_dtS02mrDMsM_2.mid
Q2_dtS02mrDMsM_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_dtS02mrDMsM_3.mid
Q2_dtS02mrDMsM_4,angry,emopia,dataset_root/raw/labelled/emopia/Q2_dtS02mrDMsM_4.mid
Q2_eGQUZ9FlUJ4_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_eGQUZ9FlUJ4_0.mid
Q2_eGQUZ9FlUJ4_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_eGQUZ9FlUJ4_1.mid
Q2_epX33OVpkmA_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_epX33OVpkmA_0.mid
Q2_epX33OVpkmA_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_epX33OVpkmA_1.mid
Q2_epX33OVpkmA_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_epX33OVpkmA_2.mid
Q2_ezoAduuCkUs_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ezoAduuCkUs_0.mid
Q2_f2BXXa7lPuE_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_f2BXXa7lPuE_0.mid
Q2_f2BXXa7lPuE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_f2BXXa7lPuE_1.mid
Q2_f2BXXa7lPuE_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_f2BXXa7lPuE_2.mid
Q2_f2BXXa7lPuE_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_f2BXXa7lPuE_3.mid
Q2_fuCxYrru2S4_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_fuCxYrru2S4_1.mid
Q2_fuCxYrru2S4_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_fuCxYrru2S4_2.mid
Q2_gvWDOIiocuE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_gvWDOIiocuE_1.mid
Q2_ijfxkQPAQdE_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ijfxkQPAQdE_1.mid
Q2_ijfxkQPAQdE_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ijfxkQPAQdE_2.mid
Q2_ivCNV47tsRw_0,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ivCNV47tsRw_0.mid
Q2_ivCNV47tsRw_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ivCNV47tsRw_1.mid
Q2_ivCNV47tsRw_2,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ivCNV47tsRw_2.mid
Q2_ivCNV47tsRw_3,angry,emopia,dataset_root/raw/labelled/emopia/Q2_ivCNV47tsRw_3.mid
Q2_iwxwLEvqeD8_1,angry,emopia,dataset_root/raw/labelled/emopia/Q2_iwxwLEvqeD8_1.mid
