file_key,emotion,source,full_path,npz_filename
Q3_JNzqL24ZcZ8_2,sad,emopia,data/raw/labelled/emopia/Q3_JNzqL24ZcZ8_2.mid,emopia_Q3_JNzqL24ZcZ8_2.npz
Q3_wlOa1jkTn_U_2,sad,emopia,data/raw/labelled/emopia/Q3_wlOa1jkTn_U_2.mid,emopia_Q3_wlOa1jkTn_U_2.npz
Q4_q4T8Znozvkk_0,calm,emopia,data/raw/labelled/emopia/Q4_q4T8Znozvkk_0.mid,emopia_Q4_q4T8Znozvkk_0.npz
Q1_SlsXsqotUis_0,happy,emopia,data/raw/labelled/emopia/Q1_SlsXsqotUis_0.mid,emopia_Q1_SlsXsqotUis_0.npz
labelled/phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos Mountain.mid,vgmidi_Banjo-Kazooie_N64_Banjo-Kazooie_Mumbos_Mountain.npz
Q4_UaYYMRkHMYc_0,calm,emopia,data/raw/labelled/emopia/Q4_UaYYMRkHMYc_0.mid,emopia_Q4_UaYYMRkHMYc_0.npz
Q2_qlbazHayULg_5,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_5.mid,emopia_Q2_qlbazHayULg_5.npz
Q2_OCqMDeD6Fmc_2,angry,emopia,data/raw/labelled/emopia/Q2_OCqMDeD6Fmc_2.mid,emopia_Q2_OCqMDeD6Fmc_2.npz
Q4_UpHutdJvZMI_1,calm,emopia,data/raw/labelled/emopia/Q4_UpHutdJvZMI_1.mid,emopia_Q4_UpHutdJvZMI_1.npz
Q1_Cg2u_Ldjv8g_1,happy,emopia,data/raw/labelled/emopia/Q1_Cg2u_Ldjv8g_1.mid,emopia_Q1_Cg2u_Ldjv8g_1.npz
Q1_BGf5nCdzPOc_1,happy,emopia,data/raw/labelled/emopia/Q1_BGf5nCdzPOc_1.mid,emopia_Q1_BGf5nCdzPOc_1.npz
Q4_wzSr6qR3Ra0_0,calm,emopia,data/raw/labelled/emopia/Q4_wzSr6qR3Ra0_0.mid,emopia_Q4_wzSr6qR3Ra0_0.npz
Q2_yhIncZ_Ue4E_1,angry,emopia,data/raw/labelled/emopia/Q2_yhIncZ_Ue4E_1.mid,emopia_Q2_yhIncZ_Ue4E_1.npz
Q1_3N2G21U7guk_5,happy,emopia,data/raw/labelled/emopia/Q1_3N2G21U7guk_5.mid,emopia_Q1_3N2G21U7guk_5.npz
Q3_jTPXwbDtIpA_0,sad,emopia,data/raw/labelled/emopia/Q3_jTPXwbDtIpA_0.mid,emopia_Q3_jTPXwbDtIpA_0.npz
Q3_egYSmNuIFGk_1,sad,emopia,data/raw/labelled/emopia/Q3_egYSmNuIFGk_1.mid,emopia_Q3_egYSmNuIFGk_1.npz
Q3_JNzqL24ZcZ8_0,sad,emopia,data/raw/labelled/emopia/Q3_JNzqL24ZcZ8_0.mid,emopia_Q3_JNzqL24ZcZ8_0.npz
Q1_bIx4DwkZxFY_2,happy,emopia,data/raw/labelled/emopia/Q1_bIx4DwkZxFY_2.mid,emopia_Q1_bIx4DwkZxFY_2.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_The Mayors Office_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_The Mayors Office.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Majora_s_Mask_The_Mayors_Office.npz
Q3_uj3Gif77SYM_5,sad,emopia,data/raw/labelled/emopia/Q3_uj3Gif77SYM_5.mid,emopia_Q3_uj3Gif77SYM_5.npz
Q4_heBmBQDWj-M_2,calm,emopia,data/raw/labelled/emopia/Q4_heBmBQDWj-M_2.mid,emopia_Q4_heBmBQDWj-M_2.npz
Q4_BaHHHgDd0BU_0,calm,emopia,data/raw/labelled/emopia/Q4_BaHHHgDd0BU_0.mid,emopia_Q4_BaHHHgDd0BU_0.npz
Q1_PdwxeMPXOCk_2,happy,emopia,data/raw/labelled/emopia/Q1_PdwxeMPXOCk_2.mid,emopia_Q1_PdwxeMPXOCk_2.npz
Q2_XfA2KXodrOE_0,angry,emopia,data/raw/labelled/emopia/Q2_XfA2KXodrOE_0.mid,emopia_Q2_XfA2KXodrOE_0.npz
Q3_RiQMuhk_SuQ_0,sad,emopia,data/raw/labelled/emopia/Q3_RiQMuhk_SuQ_0.mid,emopia_Q3_RiQMuhk_SuQ_0.npz
labelled/phrases/Other_N64_GoldenEye 007_Caverns_1.mid,angry,vgmidi,data/raw/labelled/vgmidi/Other_N64_GoldenEye 007_Caverns.mid,vgmidi_Other_N64_GoldenEye_007_Caverns.npz
Q2_kKFwiXKlhC8_0,angry,emopia,data/raw/labelled/emopia/Q2_kKFwiXKlhC8_0.mid,emopia_Q2_kKFwiXKlhC8_0.npz
Q1_3N2G21U7guk_6,happy,emopia,data/raw/labelled/emopia/Q1_3N2G21U7guk_6.mid,emopia_Q1_3N2G21U7guk_6.npz
labelled/phrases/Super Mario_NES_Super Mario Bros_Underwater_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Super Mario_NES_Super Mario Bros_Underwater.mid,vgmidi_Super_Mario_NES_Super_Mario_Bros_Underwater.npz
Q4_oTi57hZfArE_0,calm,emopia,data/raw/labelled/emopia/Q4_oTi57hZfArE_0.mid,emopia_Q4_oTi57hZfArE_0.npz
Q4_heBmBQDWj-M_1,calm,emopia,data/raw/labelled/emopia/Q4_heBmBQDWj-M_1.mid,emopia_Q4_heBmBQDWj-M_1.npz
Q3_FUAK5TBaNY8_3,sad,emopia,data/raw/labelled/emopia/Q3_FUAK5TBaNY8_3.mid,emopia_Q3_FUAK5TBaNY8_3.npz
Q1_2Z9SjI131jA_4,happy,emopia,data/raw/labelled/emopia/Q1_2Z9SjI131jA_4.mid,emopia_Q1_2Z9SjI131jA_4.npz
Q4_V_jbWvQNh5c_0,calm,emopia,data/raw/labelled/emopia/Q4_V_jbWvQNh5c_0.mid,emopia_Q4_V_jbWvQNh5c_0.npz
Q3_c6CwY8Gbw0c_2,sad,emopia,data/raw/labelled/emopia/Q3_c6CwY8Gbw0c_2.mid,emopia_Q3_c6CwY8Gbw0c_2.npz
Q4_Xf2fox7zhCQ_1,calm,emopia,data/raw/labelled/emopia/Q4_Xf2fox7zhCQ_1.mid,emopia_Q4_Xf2fox7zhCQ_1.npz
Q1_s5b8viFsVJE_1,happy,emopia,data/raw/labelled/emopia/Q1_s5b8viFsVJE_1.mid,emopia_Q1_s5b8viFsVJE_1.npz
labelled/phrases/Star Fox_SNES_Star Fox_Corneria_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Star Fox_SNES_Star Fox_Corneria.mid,vgmidi_Star_Fox_SNES_Star_Fox_Corneria.npz
Q1_7yW9c7t8Hq0_2,happy,emopia,data/raw/labelled/emopia/Q1_7yW9c7t8Hq0_2.mid,emopia_Q1_7yW9c7t8Hq0_2.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Medley of Time_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Medley of Time.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Ocarina_of_Time_Medley_of_Time.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Costa Del Sol_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Costa Del Sol.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Costa_Del_Sol.npz
Q2_qlbazHayULg_4,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_4.mid,emopia_Q2_qlbazHayULg_4.npz
Q3_FUAK5TBaNY8_2,sad,emopia,data/raw/labelled/emopia/Q3_FUAK5TBaNY8_2.mid,emopia_Q3_FUAK5TBaNY8_2.npz
labelled/phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Ending_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Banjo-Kazooie_N64_Banjo-Kazooie_Ending.mid,vgmidi_Banjo-Kazooie_N64_Banjo-Kazooie_Ending.npz
labelled/phrases/Other_PC_Age of Empires II The Age of Kings_Menu_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/Other_PC_Age of Empires II The Age of Kings_Menu.mid,vgmidi_Other_PC_Age_of_Empires_II_The_Age_of_Kings_Menu.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Cinco de Chocobo.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Cinco_de_Chocobo.npz
Q3_vVTP0DOL_2Q_0,sad,emopia,data/raw/labelled/emopia/Q3_vVTP0DOL_2Q_0.mid,emopia_Q3_vVTP0DOL_2Q_0.npz
Q4_5J_zI7QE9W8_1,calm,emopia,data/raw/labelled/emopia/Q4_5J_zI7QE9W8_1.mid,emopia_Q4_5J_zI7QE9W8_1.npz
Q2_ufRISSD28XA_0,angry,emopia,data/raw/labelled/emopia/Q2_ufRISSD28XA_0.mid,emopia_Q2_ufRISSD28XA_0.npz
Q2_qlbazHayULg_7,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_7.mid,emopia_Q2_qlbazHayULg_7.npz
Q3_IH2KrGjKXw0_1,sad,emopia,data/raw/labelled/emopia/Q3_IH2KrGjKXw0_1.mid,emopia_Q3_IH2KrGjKXw0_1.npz
Q3_-vAz_HTFEXs_1,sad,emopia,data/raw/labelled/emopia/Q3_-vAz_HTFEXs_1.mid,emopia_Q3_-vAz_HTFEXs_1.npz
labelled/phrases/Other_PS2_Shadow of the Colossus_The Opened Way_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/Other_PS2_Shadow of the Colossus_The Opened Way.mid,vgmidi_Other_PS2_Shadow_of_the_Colossus_The_Opened_Way.npz
Q4_kMHiU0fhWVw_1,calm,emopia,data/raw/labelled/emopia/Q4_kMHiU0fhWVw_1.mid,emopia_Q4_kMHiU0fhWVw_1.npz
Q3_wS0RzrBL9UI_2,sad,emopia,data/raw/labelled/emopia/Q3_wS0RzrBL9UI_2.mid,emopia_Q3_wS0RzrBL9UI_2.npz
Q1__BK2o77sTc0_1,happy,emopia,data/raw/labelled/emopia/Q1__BK2o77sTc0_1.mid,emopia_Q1__BK2o77sTc0_1.npz
Q2_Dg935IbDggo_2,angry,emopia,data/raw/labelled/emopia/Q2_Dg935IbDggo_2.mid,emopia_Q2_Dg935IbDggo_2.npz
Q3_K84TcgjCRt4_1,sad,emopia,data/raw/labelled/emopia/Q3_K84TcgjCRt4_1.mid,emopia_Q3_K84TcgjCRt4_1.npz
Q2_ijfxkQPAQdE_2,angry,emopia,data/raw/labelled/emopia/Q2_ijfxkQPAQdE_2.mid,emopia_Q2_ijfxkQPAQdE_2.npz
Q4_MT2_mXn-vGU_2,calm,emopia,data/raw/labelled/emopia/Q4_MT2_mXn-vGU_2.mid,emopia_Q4_MT2_mXn-vGU_2.npz
Q2_l-4Kce3YxxQ_0,angry,emopia,data/raw/labelled/emopia/Q2_l-4Kce3YxxQ_0.mid,emopia_Q2_l-4Kce3YxxQ_0.npz
Q4_I2MrA-o5H8I_1,calm,emopia,data/raw/labelled/emopia/Q4_I2MrA-o5H8I_1.mid,emopia_Q4_I2MrA-o5H8I_1.npz
Q4_8TYY0qG-KOw_0,calm,emopia,data/raw/labelled/emopia/Q4_8TYY0qG-KOw_0.mid,emopia_Q4_8TYY0qG-KOw_0.npz
Q2_l-4Kce3YxxQ_3,angry,emopia,data/raw/labelled/emopia/Q2_l-4Kce3YxxQ_3.mid,emopia_Q2_l-4Kce3YxxQ_3.npz
Q4_JxSU49jFKwM_0,calm,emopia,data/raw/labelled/emopia/Q4_JxSU49jFKwM_0.mid,emopia_Q4_JxSU49jFKwM_0.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Prelude of Light_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Prelude of Light.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Ocarina_of_Time_Prelude_of_Light.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Chasing The Black Caped Man_0.mid,sad,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Chasing The Black Caped Man.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Chasing_The_Black_Caped_Man.npz
Q3_1kny88W533Q_1,sad,emopia,data/raw/labelled/emopia/Q3_1kny88W533Q_1.mid,emopia_Q3_1kny88W533Q_1.npz
labelled/phrases/Battle of Olympus_NES_Battle of Olympus_Olympus No Tatakai_1.mid,calm,vgmidi,data/raw/labelled/vgmidi/Battle of Olympus_NES_Battle of Olympus_Olympus No Tatakai.mid,vgmidi_Battle_of_Olympus_NES_Battle_of_Olympus_Olympus_No_Tatakai.npz
labelled/phrases/Banjo-Kazooie_N64_Banjo-Kazooie_Rusty Bucket Bay Aquatic_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/Banjo-Kazooie_N64_Banjo-Kazooie_Rusty Bucket Bay Aquatic.mid,vgmidi_Banjo-Kazooie_N64_Banjo-Kazooie_Rusty_Bucket_Bay_Aquatic.npz
Q2_epX33OVpkmA_0,angry,emopia,data/raw/labelled/emopia/Q2_epX33OVpkmA_0.mid,emopia_Q2_epX33OVpkmA_0.npz
Q4_e838BE_MH6s_0,calm,emopia,data/raw/labelled/emopia/Q4_e838BE_MH6s_0.mid,emopia_Q4_e838BE_MH6s_0.npz
Q2_0v2N1ROvEI0_1,angry,emopia,data/raw/labelled/emopia/Q2_0v2N1ROvEI0_1.mid,emopia_Q2_0v2N1ROvEI0_1.npz
Q1_vv6nrZ2myXw_2,happy,emopia,data/raw/labelled/emopia/Q1_vv6nrZ2myXw_2.mid,emopia_Q1_vv6nrZ2myXw_2.npz
Q4_biROWEwkDQQ_2,calm,emopia,data/raw/labelled/emopia/Q4_biROWEwkDQQ_2.mid,emopia_Q4_biROWEwkDQQ_2.npz
Q3_JNzqL24ZcZ8_1,sad,emopia,data/raw/labelled/emopia/Q3_JNzqL24ZcZ8_1.mid,emopia_Q3_JNzqL24ZcZ8_1.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Song of Healing_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Song of Healing.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Majora_s_Mask_Song_of_Healing.npz
Q4_hoPp_GLXQis_1,calm,emopia,data/raw/labelled/emopia/Q4_hoPp_GLXQis_1.mid,emopia_Q4_hoPp_GLXQis_1.npz
Q1_pNwQ9Tu_bCs_1,happy,emopia,data/raw/labelled/emopia/Q1_pNwQ9Tu_bCs_1.mid,emopia_Q1_pNwQ9Tu_bCs_1.npz
labelled/phrases/Other_PC_Warcraft II_Human Theme 1_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/Other_PC_Warcraft II_Human Theme 1.mid,vgmidi_Other_PC_Warcraft_II_Human_Theme_1.npz
Q4_jNzZCplNNyY_0,calm,emopia,data/raw/labelled/emopia/Q4_jNzZCplNNyY_0.mid,emopia_Q4_jNzZCplNNyY_0.npz
Q2_3_MxhSS86oU_1,angry,emopia,data/raw/labelled/emopia/Q2_3_MxhSS86oU_1.mid,emopia_Q2_3_MxhSS86oU_1.npz
Q2_P-We4q3goKU_3,angry,emopia,data/raw/labelled/emopia/Q2_P-We4q3goKU_3.mid,emopia_Q2_P-We4q3goKU_3.npz
Q1_HY9vPoHbgaI_3,happy,emopia,data/raw/labelled/emopia/Q1_HY9vPoHbgaI_3.mid,emopia_Q1_HY9vPoHbgaI_3.npz
Q1_bQS8eAXAhyE_0,happy,emopia,data/raw/labelled/emopia/Q1_bQS8eAXAhyE_0.mid,emopia_Q1_bQS8eAXAhyE_0.npz
Q2_z5ewpQwGDNw_1,angry,emopia,data/raw/labelled/emopia/Q2_z5ewpQwGDNw_1.mid,emopia_Q2_z5ewpQwGDNw_1.npz
Q2_08t73Qgjkt4_2,angry,emopia,data/raw/labelled/emopia/Q2_08t73Qgjkt4_2.mid,emopia_Q2_08t73Qgjkt4_2.npz
Q1_aYe-2Glruu4_3,happy,emopia,data/raw/labelled/emopia/Q1_aYe-2Glruu4_3.mid,emopia_Q1_aYe-2Glruu4_3.npz
labelled/phrases/Super Mario_SNES_Super Mario World_Castle_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/Super Mario_SNES_Super Mario World_Castle.mid,vgmidi_Super_Mario_SNES_Super_Mario_World_Castle.npz
Q4_gxsdWKc1QaM_0,calm,emopia,data/raw/labelled/emopia/Q4_gxsdWKc1QaM_0.mid,emopia_Q4_gxsdWKc1QaM_0.npz
Q1_9v2WSpn4FCw_5,happy,emopia,data/raw/labelled/emopia/Q1_9v2WSpn4FCw_5.mid,emopia_Q1_9v2WSpn4FCw_5.npz
Q2_cm6E860vDjY_1,angry,emopia,data/raw/labelled/emopia/Q2_cm6E860vDjY_1.mid,emopia_Q2_cm6E860vDjY_1.npz
Q2_9v2WSpn4FCw_6,angry,emopia,data/raw/labelled/emopia/Q2_9v2WSpn4FCw_6.mid,emopia_Q2_9v2WSpn4FCw_6.npz
Q3_FH28sPhm9Dc_0,sad,emopia,data/raw/labelled/emopia/Q3_FH28sPhm9Dc_0.mid,emopia_Q3_FH28sPhm9Dc_0.npz
Q4_fOYX0uH8mSQ_0,calm,emopia,data/raw/labelled/emopia/Q4_fOYX0uH8mSQ_0.mid,emopia_Q4_fOYX0uH8mSQ_0.npz
Q1_doM_LWo-74A_3,happy,emopia,data/raw/labelled/emopia/Q1_doM_LWo-74A_3.mid,emopia_Q1_doM_LWo-74A_3.npz
Q2_D-gDPh9ZpFk_0,angry,emopia,data/raw/labelled/emopia/Q2_D-gDPh9ZpFk_0.mid,emopia_Q2_D-gDPh9ZpFk_0.npz
Q4_rW1I58_lMEg_2,calm,emopia,data/raw/labelled/emopia/Q4_rW1I58_lMEg_2.mid,emopia_Q4_rW1I58_lMEg_2.npz
Q1_nOIBJHkqrE8_0,happy,emopia,data/raw/labelled/emopia/Q1_nOIBJHkqrE8_0.mid,emopia_Q1_nOIBJHkqrE8_0.npz
Q4_3TYeU9idRGI_1,calm,emopia,data/raw/labelled/emopia/Q4_3TYeU9idRGI_1.mid,emopia_Q4_3TYeU9idRGI_1.npz
Q4_170KC2CbJ7Y_1,calm,emopia,data/raw/labelled/emopia/Q4_170KC2CbJ7Y_1.mid,emopia_Q4_170KC2CbJ7Y_1.npz
Q2_eGQUZ9FlUJ4_0,angry,emopia,data/raw/labelled/emopia/Q2_eGQUZ9FlUJ4_0.mid,emopia_Q2_eGQUZ9FlUJ4_0.npz
Q1_k4dxAlI5N-k_1,happy,emopia,data/raw/labelled/emopia/Q1_k4dxAlI5N-k_1.mid,emopia_Q1_k4dxAlI5N-k_1.npz
Q3_QJlnTN7HRwE_0,sad,emopia,data/raw/labelled/emopia/Q3_QJlnTN7HRwE_0.mid,emopia_Q3_QJlnTN7HRwE_0.npz
Q4_g15aRCHUJEI_2,calm,emopia,data/raw/labelled/emopia/Q4_g15aRCHUJEI_2.mid,emopia_Q4_g15aRCHUJEI_2.npz
labelled/phrases/Battle of Olympus_NES_Battle of Olympus_The Story of a Lost Love_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Battle of Olympus_NES_Battle of Olympus_The Story of a Lost Love.mid,vgmidi_Battle_of_Olympus_NES_Battle_of_Olympus_The_Story_of_a_Lost_Love.npz
labelled/phrases/Super Mario_N64_Super Mario 64_Dire Dire Docks_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Super Mario_N64_Super Mario 64_Dire Dire Docks.mid,vgmidi_Super_Mario_N64_Super_Mario_64_Dire_Dire_Docks.npz
Q4_T92R7xjce34_0,calm,emopia,data/raw/labelled/emopia/Q4_T92R7xjce34_0.mid,emopia_Q4_T92R7xjce34_0.npz
Q3_FOcdHIhI0_s_1,sad,emopia,data/raw/labelled/emopia/Q3_FOcdHIhI0_s_1.mid,emopia_Q3_FOcdHIhI0_s_1.npz
Q3__vZOEQCYSaY_0,sad,emopia,data/raw/labelled/emopia/Q3__vZOEQCYSaY_0.mid,emopia_Q3__vZOEQCYSaY_0.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Majora's Mask_Clock Town.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Majora_s_Mask_Clock_Town.npz
labelled/phrases/Xeno_PS1_Xenogears_Ship of Regret and Sleep_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Xeno_PS1_Xenogears_Ship of Regret and Sleep.mid,vgmidi_Xeno_PS1_Xenogears_Ship_of_Regret_and_Sleep.npz
Q4_FSzOgraSKhs_1,calm,emopia,data/raw/labelled/emopia/Q4_FSzOgraSKhs_1.mid,emopia_Q4_FSzOgraSKhs_1.npz
Q2_qlbazHayULg_0,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_0.mid,emopia_Q2_qlbazHayULg_0.npz
Q4_5Ju9q1N2x0E_0,calm,emopia,data/raw/labelled/emopia/Q4_5Ju9q1N2x0E_0.mid,emopia_Q4_5Ju9q1N2x0E_0.npz
Q1_WpZ1rWHOCAQ_2,happy,emopia,data/raw/labelled/emopia/Q1_WpZ1rWHOCAQ_2.mid,emopia_Q1_WpZ1rWHOCAQ_2.npz
Q1_7yW9c7t8Hq0_3,happy,emopia,data/raw/labelled/emopia/Q1_7yW9c7t8Hq0_3.mid,emopia_Q1_7yW9c7t8Hq0_3.npz
Q1_Jn9r0avp0fY_2,happy,emopia,data/raw/labelled/emopia/Q1_Jn9r0avp0fY_2.mid,emopia_Q1_Jn9r0avp0fY_2.npz
Q2_ivCNV47tsRw_0,angry,emopia,data/raw/labelled/emopia/Q2_ivCNV47tsRw_0.mid,emopia_Q2_ivCNV47tsRw_0.npz
Q3_H6_7DjsbROQ_1,sad,emopia,data/raw/labelled/emopia/Q3_H6_7DjsbROQ_1.mid,emopia_Q3_H6_7DjsbROQ_1.npz
Q1_zmZHNy9T8Pg_1,happy,emopia,data/raw/labelled/emopia/Q1_zmZHNy9T8Pg_1.mid,emopia_Q1_zmZHNy9T8Pg_1.npz
Q3_uj3Gif77SYM_2,sad,emopia,data/raw/labelled/emopia/Q3_uj3Gif77SYM_2.mid,emopia_Q3_uj3Gif77SYM_2.npz
Q2_UE0y8MHqT-g_1,angry,emopia,data/raw/labelled/emopia/Q2_UE0y8MHqT-g_1.mid,emopia_Q2_UE0y8MHqT-g_1.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Aeriths Theme_0.mid,calm,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Aeriths Theme.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Aeriths_Theme.npz
Q2_jrVXitpLGMk_1,angry,emopia,data/raw/labelled/emopia/Q2_jrVXitpLGMk_1.mid,emopia_Q2_jrVXitpLGMk_1.npz
Q4_6oLmO9ZSJt0_0,calm,emopia,data/raw/labelled/emopia/Q4_6oLmO9ZSJt0_0.mid,emopia_Q4_6oLmO9ZSJt0_0.npz
labelled/phrases/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Sarias Song_0.mid,happy,vgmidi,data/raw/labelled/vgmidi/The Legend of Zelda_N64_The Legend of Zelda Ocarina of Time_Sarias Song.mid,vgmidi_The_Legend_of_Zelda_N64_The_Legend_of_Zelda_Ocarina_of_Time_Sarias_Song.npz
Q2_dtS02mrDMsM_4,angry,emopia,data/raw/labelled/emopia/Q2_dtS02mrDMsM_4.mid,emopia_Q2_dtS02mrDMsM_4.npz
Q4_ltxNPJda7zE_1,calm,emopia,data/raw/labelled/emopia/Q4_ltxNPJda7zE_1.mid,emopia_Q4_ltxNPJda7zE_1.npz
Q4_Dw7M69CidJ8_2,calm,emopia,data/raw/labelled/emopia/Q4_Dw7M69CidJ8_2.mid,emopia_Q4_Dw7M69CidJ8_2.npz
Q3_c6CwY8Gbw0c_0,sad,emopia,data/raw/labelled/emopia/Q3_c6CwY8Gbw0c_0.mid,emopia_Q3_c6CwY8Gbw0c_0.npz
labelled/phrases/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It_0.mid,angry,vgmidi,data/raw/labelled/vgmidi/Final Fantasy_PS1_Final Fantasy VII_Its Difficult To Stand On Both Feet Isnt It.mid,vgmidi_Final_Fantasy_PS1_Final_Fantasy_VII_Its_Difficult_To_Stand_On_Both_Feet_Isnt_It.npz
Q2_b8HVQtIoBYU_1,angry,emopia,data/raw/labelled/emopia/Q2_b8HVQtIoBYU_1.mid,emopia_Q2_b8HVQtIoBYU_1.npz
Q2_qlbazHayULg_6,angry,emopia,data/raw/labelled/emopia/Q2_qlbazHayULg_6.mid,emopia_Q2_qlbazHayULg_6.npz
Q4_vJ77eDxHezE_1,calm,emopia,data/raw/labelled/emopia/Q4_vJ77eDxHezE_1.mid,emopia_Q4_vJ77eDxHezE_1.npz
Q3_egYSmNuIFGk_2,sad,emopia,data/raw/labelled/emopia/Q3_egYSmNuIFGk_2.mid,emopia_Q3_egYSmNuIFGk_2.npz
Q1_2Z9SjI131jA_12,happy,emopia,data/raw/labelled/emopia/Q1_2Z9SjI131jA_12.mid,emopia_Q1_2Z9SjI131jA_12.npz
Q4_CkjAksZstEA_0,calm,emopia,data/raw/labelled/emopia/Q4_CkjAksZstEA_0.mid,emopia_Q4_CkjAksZstEA_0.npz
Q1_SQDuF0qxGQw_2,happy,emopia,data/raw/labelled/emopia/Q1_SQDuF0qxGQw_2.mid,emopia_Q1_SQDuF0qxGQw_2.npz
Q1_TNoaOTrTkTQ_0,happy,emopia,data/raw/labelled/emopia/Q1_TNoaOTrTkTQ_0.mid,emopia_Q1_TNoaOTrTkTQ_0.npz
Q3_ldCQ6N9G6Mk_2,sad,emopia,data/raw/labelled/emopia/Q3_ldCQ6N9G6Mk_2.mid,emopia_Q3_ldCQ6N9G6Mk_2.npz
Q2_yrvKReuwVlY_2,angry,emopia,data/raw/labelled/emopia/Q2_yrvKReuwVlY_2.mid,emopia_Q2_yrvKReuwVlY_2.npz
Q2_-jJVb0xvbdg_1,angry,emopia,data/raw/labelled/emopia/Q2_-jJVb0xvbdg_1.mid,emopia_Q2_-jJVb0xvbdg_1.npz
Q4_k6aLLVX1D7Y_1,calm,emopia,data/raw/labelled/emopia/Q4_k6aLLVX1D7Y_1.mid,emopia_Q4_k6aLLVX1D7Y_1.npz
Q2_16OaOpfOPZ0_3,angry,emopia,data/raw/labelled/emopia/Q2_16OaOpfOPZ0_3.mid,emopia_Q2_16OaOpfOPZ0_3.npz
Q4_170KC2CbJ7Y_0,calm,emopia,data/raw/labelled/emopia/Q4_170KC2CbJ7Y_0.mid,emopia_Q4_170KC2CbJ7Y_0.npz
Q1_uqRLEByE6pU_2,happy,emopia,data/raw/labelled/emopia/Q1_uqRLEByE6pU_2.mid,emopia_Q1_uqRLEByE6pU_2.npz
Q3_2v6gJi03LlA_0,sad,emopia,data/raw/labelled/emopia/Q3_2v6gJi03LlA_0.mid,emopia_Q3_2v6gJi03LlA_0.npz
